premium,premium_monthly,premium_quaterly,premium_half_yearly,SA,Plan,Company,claim_ratio,plan_description,plan_features_1,plan_features_2,plan_features_3,age,Term,Type Of Policy,combined
31152,2751,8100.0,15888,5000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,20,12,Term Life Insurance,Premium:31152 premium_monthly:2751 premium_quaterly:8100.0 premium_quaterly:15888 Sum Assured:5000000 age:20 Term:12 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
22741,1942,,11513,5000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 5,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,20,12,Term Life Insurance,Premium:22741 premium_monthly:1942 premium_quaterly:nan premium_quaterly:11513 Sum Assured:5000000 age:20 Term:12 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
22044,1929,5731.0,11242,5000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,20,12,Term Life Insurance,Premium:22044 premium_monthly:1929 premium_quaterly:5731.0 premium_quaterly:11242 Sum Assured:5000000 age:20 Term:12 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
39058,3449,10155.0,19920,10000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,20,8,Term Life Insurance,Premium:39058 premium_monthly:3449 premium_quaterly:10155.0 premium_quaterly:19920 Sum Assured:10000000 age:20 Term:8 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
37797,3227,,19135,10000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 10,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,20,8,Term Life Insurance,Premium:37797 premium_monthly:3227 premium_quaterly:nan premium_quaterly:19135 Sum Assured:10000000 age:20 Term:8 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
37572,3287,9769.0,19162,10000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,20,8,Term Life Insurance,Premium:37572 premium_monthly:3287 premium_quaterly:9769.0 premium_quaterly:19162 Sum Assured:10000000 age:20 Term:8 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
33989,2991,8871.0,17436,7500000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 7,500,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,20,11,Term Life Insurance,Premium:33989 premium_monthly:2991 premium_quaterly:8871.0 premium_quaterly:17436 Sum Assured:7500000 age:20 Term:11 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
34244,2966,8814.0,17290,7500000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,20,11,Term Life Insurance,Premium:34244 premium_monthly:2966 premium_quaterly:8814.0 premium_quaterly:17290 Sum Assured:7500000 age:20 Term:11 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
35046,3095,9112.0,17873,7500000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,20,11,Term Life Insurance,Premium:35046 premium_monthly:3095 premium_quaterly:9112.0 premium_quaterly:17873 Sum Assured:7500000 age:20 Term:11 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
31782,2714,,16089,7500000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 7,500,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,20,11,Term Life Insurance,Premium:31782 premium_monthly:2714 premium_quaterly:nan premium_quaterly:16089 Sum Assured:7500000 age:20 Term:11 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
31204,2731,8114.0,15915,7500000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,20,11,Term Life Insurance,Premium:31204 premium_monthly:2731 premium_quaterly:8114.0 premium_quaterly:15915 Sum Assured:7500000 age:20 Term:11 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
34279,3027,8913.0,17483,7500000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,20,6,Term Life Insurance,Premium:34279 premium_monthly:3027 premium_quaterly:8913.0 premium_quaterly:17483 Sum Assured:7500000 age:20 Term:6 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
30781,2628,,15583,7500000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 7,500,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,20,6,Term Life Insurance,Premium:30781 premium_monthly:2628 premium_quaterly:nan premium_quaterly:15583 Sum Assured:7500000 age:20 Term:6 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
30574,2675,7950.0,15593,7500000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,20,6,Term Life Insurance,Premium:30574 premium_monthly:2675 premium_quaterly:7950.0 premium_quaterly:15593 Sum Assured:7500000 age:20 Term:6 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
29559,2610,7685.0,15076,5000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,20,5,Term Life Insurance,Premium:29559 premium_monthly:2610 premium_quaterly:7685.0 premium_quaterly:15076 Sum Assured:5000000 age:20 Term:5 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
23111,1973,,11700,5000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 5,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,20,5,Term Life Insurance,Premium:23111 premium_monthly:1973 premium_quaterly:nan premium_quaterly:11700 Sum Assured:5000000 age:20 Term:5 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
22031,1928,5728.0,11236,5000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,20,5,Term Life Insurance,Premium:22031 premium_monthly:1928 premium_quaterly:5728.0 premium_quaterly:11236 Sum Assured:5000000 age:20 Term:5 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
43724,3848,11412.0,22430,10000000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 10,000,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,20,15,Term Life Insurance,Premium:43724 premium_monthly:3848 premium_quaterly:11412.0 premium_quaterly:22430 Sum Assured:10000000 age:20 Term:15 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
38422,3328,9890.0,19399,10000000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,20,15,Term Life Insurance,Premium:38422 premium_monthly:3328 premium_quaterly:9890.0 premium_quaterly:19399 Sum Assured:10000000 age:20 Term:15 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
42244,3730,10983.0,21544,10000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,20,15,Term Life Insurance,Premium:42244 premium_monthly:3730 premium_quaterly:10983.0 premium_quaterly:21544 Sum Assured:10000000 age:20 Term:15 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
42246,3607,,21387,10000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 10,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,20,15,Term Life Insurance,Premium:42246 premium_monthly:3607 premium_quaterly:nan premium_quaterly:21387 Sum Assured:10000000 age:20 Term:15 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
42045,3679,10932.0,21443,10000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,20,15,Term Life Insurance,Premium:42045 premium_monthly:3679 premium_quaterly:10932.0 premium_quaterly:21443 Sum Assured:10000000 age:20 Term:15 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
